"","gene_id_bf","gene_id_af","family"
"1484","GRMZM2G162739","Zm00001d005208","NAC"
"1485","GRMZM2G162749","Zm00001d027846","Dof"
"1486","GRMZM2G162840","Zm00001d050583","Trihelix"
"1487","GRMZM2G163054","Zm00001d037607","WRKY"
"1488","GRMZM2G163157","Zm00001d011571","Trihelix"
"1489","GRMZM2G163200","Zm00001d018421","GATA"
"1490","GRMZM2G163233","Zm00001d006564","bHLH"
"1491","GRMZM2G163251","Zm00001d034277","NAC"
"1492","GRMZM2G163291","Zm00001d039750","MYB_related"
"1493","GRMZM2G163418","Zm00001d005622","WRKY"
"1494","GRMZM2G163427","Zm00001d048604","GRAS"
"1495","GRMZM2G163641","Zm00001d046405","HB-other"
"1496","GRMZM2G163745","Zm00001d032077","ERF"
"1497","GRMZM2G163761","Zm00001d033379","TALE"
"1498","GRMZM2G163813","Zm00001d053772","SBP"
"1499","GRMZM2G163841","Zm00001d011590","NAC"
"1500","GRMZM2G163843","Zm00001d011589","NAC"
"1501","GRMZM2G163914","Zm00001d045616","NAC"
"1502","GRMZM2G163975","Zm00001d040186","bHLH"
"1503","GRMZM2G164082","Zm00001d034475","WRKY"
"1504","GRMZM2G164341","Zm00001d011187","bHLH"
"1505","GRMZM2G164359","Zm00001d053397","C3H"
"1506","GRMZM2G164735","Zm00001d049800","BBR-BPC"
"1507","GRMZM2G164848","Zm00001d039206","bZIP"
"1508","GRMZM2G164909","Zm00001d031736","HSF"
"1509","GRMZM2G165042","Zm00001d033267","bHLH"
"1510","GRMZM2G165090","Zm00001d030972","bHLH"
"1511","GRMZM2G165188","Zm00001d048786","bHLH"
"1512","GRMZM2G165257","Zm00001d050948","ERF"
"1513","GRMZM2G165272","Zm00001d021263","HSF"
"1514","GRMZM2G165355","Zm00001d047968","C2H2"
"1515","GRMZM2G165488","Zm00001d013676","NF-YA"
"1516","GRMZM2G165805","Zm00001d035498","LBD"
"1517","GRMZM2G165972","Zm00001d027757","HSF"
"1518","GRMZM2G166041","Zm00001d000303","HD-ZIP"
"1519","GRMZM2G166230","Zm00001d005160","BBR-BPC"
"1520","GRMZM2G166337","Zm00001d006585","MYB"
"1521","GRMZM2G166687","Zm00001d032217","TCP"
"1522","GRMZM2G166721","Zm00001d039506","NAC"
"1523","GRMZM2G166782","Zm00001d020575","C2H2"
"1524","GRMZM2G166946","Zm00001d043368","TCP"
"1525","GRMZM2G167018","Zm00001d024268","NAC"
"1526","GRMZM2G167088","Zm00001d046518","MYB"
"1527","GRMZM2G167492","Zm00001d008307","NAC"
"1528","GRMZM2G167576","Zm00001d045772","NF-YB"
"1529","GRMZM2G167824","Zm00001d032502","YABBY"
"1530","GRMZM2G167829","Zm00001d043611","MYB"
"1531","GRMZM2G168002","Zm00001d050404","G2-like"
"1532","GRMZM2G168079","Zm00001d012296","bZIP"
"1533","GRMZM2G168229","Zm00001d053756","SBP"
"1534","GRMZM2G169149","Zm00001d020495","WRKY"
"1535","GRMZM2G169270","Zm00001d031487","SBP"
"1536","GRMZM2G169316","Zm00001d012379","MYB"
"1537","GRMZM2G169356","Zm00001d020405","MYB"
"1538","GRMZM2G169382","Zm00001d040651","ERF"
"1539","GRMZM2G169580","Zm00001d017420","Trihelix"
"1540","GRMZM2G169636","Zm00001d022116","GRAS"
"1541","GRMZM2G169654","Zm00001d043782","RAV"
"1542","GRMZM2G169709","Zm00001d045365","E2F/DP"
"1543","GRMZM2G169820","Zm00001d031522","ARF"
"1544","GRMZM2G169884","Zm00001d042197","NF-YB"
"1545","GRMZM2G169947","Zm00001d040152","bHLH"
"1546","GRMZM2G169966","Zm00001d038451","WRKY"
"1547","GRMZM2G169991","Zm00001d019429","MYB_related"
"1548","GRMZM2G170049","Zm00001d017383","MYB"
"1549","GRMZM2G170079","Zm00001d012719","bZIP"
"1550","GRMZM2G170148","Zm00001d046974","MYB_related"
"1551","GRMZM2G170232","Zm00001d049645","TCP"
"1552","GRMZM2G170322","Zm00001d051480","MYB_related"
"1553","GRMZM2G170520","Zm00001d002731","C2H2"
"1554","GRMZM2G170559","Zm00001d016354","bHLH"
"1555","GRMZM2G170958","Zm00001d024410","WOX"
"1556","GRMZM2G171073","Zm00001d028139","C2H2"
"1557","GRMZM2G171179","Zm00001d045044","ERF"
"1558","GRMZM2G171365","Zm00001d048474","MIKC_MADS"
"1559","GRMZM2G171370","Zm00001d005244","bZIP"
"1560","GRMZM2G171395","Zm00001d045463","NAC"
"1561","GRMZM2G171428","Zm00001d047309","WRKY"
"1562","GRMZM2G171464","Zm00001d048478","bHLH"
"1563","GRMZM2G171468","Zm00001d013202","G2-like"
"1564","GRMZM2G171569","Zm00001d019215","ERF"
"1565","GRMZM2G171600","Zm00001d042313","CAMTA"
"1566","GRMZM2G171650","Zm00001d042315","M-type_MADS"
"1567","GRMZM2G171781","Zm00001d010906","MYB"
"1568","GRMZM2G171818","Zm00001d007311","bHLH"
"1569","GRMZM2G171852","Zm00001d017575","Dof"
"1570","GRMZM2G171912","Zm00001d008734","bZIP"
"1571","GRMZM2G171942","Zm00001d008735","C3H"
"1572","GRMZM2G172264","Zm00001d010144","NAC"
"1573","GRMZM2G172297","Zm00001d007382","bHLH"
"1574","GRMZM2G172327","Zm00001d021537","MYB"
"1575","GRMZM2G172487","Zm00001d023284","MYB"
"1576","GRMZM2G172575","Zm00001d023287","MYB"
"1577","GRMZM2G172586","Zm00001d023288","ZF-HD"
"1578","GRMZM2G172605","Zm00001d004497","C2H2"
"1579","GRMZM2G172621","Zm00001d007173","B3"
"1580","GRMZM2G172657","Zm00001d021973","GRAS"
"1581","GRMZM2G172936","Zm00001d002744","ERF"
"1582","GRMZM2G173090","Zm00001d046204","HSF"
"1583","GRMZM2G173124","Zm00001d008812","C3H"
"1584","GRMZM2G173198","Zm00001d010713","CPP"
"1585","GRMZM2G173321","Zm00001d024320","B3"
"1586","GRMZM2G173372","Zm00001d027546","bHLH"
"1587","GRMZM2G173425","Zm00001d033262","LSD"
"1588","GRMZM2G173429","Zm00001d026050","GRAS"
"1589","GRMZM2G173521","Zm00001d004007","bHLH"
"1590","GRMZM2G173534","Zm00001d042263","bHLH"
"1591","GRMZM2G173633","Zm00001d025664","MYB"
"1592","GRMZM2G173680","Zm00001d041397","WRKY"
"1593","GRMZM2G173771","Zm00001d052167","ERF"
"1594","GRMZM2G173862","Zm00001d012642","bHLH"
"1595","GRMZM2G173882","Zm00001d007962","G2-like"
"1596","GRMZM2G173943","Zm00001d020020","G2-like"
"1597","GRMZM2G174070","Zm00001d048493","NAC"
"1598","GRMZM2G174240","Zm00001d018198","GeBP"
"1599","GRMZM2G174284","Zm00001d028936","bZIP"
"1600","GRMZM2G174347","Zm00001d000339","ERF"
"1601","GRMZM2G174610","Zm00001d038504","B3"
"1602","GRMZM2G174776","Zm00001d052838","NF-YC"
"1603","GRMZM2G174784","Zm00001d002075","AP2"
"1604","GRMZM2G174834","Zm00001d052405","AP2"
"1605","GRMZM2G174917","Zm00001d002079","ERF"
"1606","GRMZM2G175000","Zm00001d035701","C2H2"
"1607","GRMZM2G175232","Zm00001d038878","MYB"
"1608","GRMZM2G175265","Zm00001d024547","MYB_related"
"1609","GRMZM2G175280","Zm00001d031723","bZIP"
"1610","GRMZM2G175480","Zm00001d009999","bHLH"
"1611","GRMZM2G175525","Zm00001d025409","ERF"
"1612","GRMZM2G175543","Zm00001d036536","ERF"
"1613","GRMZM2G175827","Zm00001d050350","G2-like"
"1614","GRMZM2G175856","Zm00001d031728","ERF"
"1615","GRMZM2G175870","Zm00001d038574","bZIP"
"1616","GRMZM2G175955","Zm00001d031262","bHLH"
"1617","GRMZM2G176063","Zm00001d041549","Dof"
"1618","GRMZM2G176141","Zm00001d005740","bHLH"
"1619","GRMZM2G176173","Zm00001d049347","CO-like"
"1620","GRMZM2G176175","Zm00001d019230","AP2"
"1621","GRMZM2G176289","Zm00001d051569","bHLH"
"1622","GRMZM2G176327","Zm00001d007191","MYB"
"1623","GRMZM2G176489","Zm00001d039532","WRKY"
"1624","GRMZM2G176568","Zm00001d008601","MYB_related"
"1625","GRMZM2G176655","Zm00001d037786","Nin-like"
"1626","GRMZM2G176677","Zm00001d002945","NAC"
"1627","GRMZM2G177046","Zm00001d034199","bZIP"
"1628","GRMZM2G177110","Zm00001d006739","LBD"
"1629","GRMZM2G177220","Zm00001d042463","ARR-B"
"1630","GRMZM2G177244","Zm00001d042460","B3"
"1631","GRMZM2G177693","Zm00001d044261","C2H2"
"1632","GRMZM2G177974","Zm00001d034033","MYB_related"
"1633","GRMZM2G178102","Zm00001d041489","HD-ZIP"
"1634","GRMZM2G178182","Zm00001d006110","bHLH"
"1635","GRMZM2G178261","Zm00001d033876","GRF"
"1636","GRMZM2G178603","Zm00001d017350","TCP"
"1637","GRMZM2G178741","Zm00001d048312","HD-ZIP"
"1638","GRMZM2G178767","Zm00001d013783","Dof"
"1639","GRMZM2G178998","Zm00001d002828","NAC"
"1640","GRMZM2G179021","Zm00001d021290","SRS"
"1641","GRMZM2G179049","Zm00001d006106","NAC"
"1642","GRMZM2G179069","Zm00001d035651","Dof"
"1643","GRMZM2G179121","Zm00001d030801","ARF"
"1644","GRMZM2G179325","Zm00001d030744","GRAS"
"1645","GRMZM2G179366","Zm00001d031572","BBR-BPC"
"1646","GRMZM2G179677","Zm00001d031992","C2H2"
"1647","GRMZM2G179885","Zm00001d021818","NAC"
"1648","GRMZM2G180168","Zm00001d024545","B3"
"1649","GRMZM2G180190","Zm00001d002449","LFY"
"1650","GRMZM2G180319","Zm00001d036435","LBD"
"1651","GRMZM2G180328","Zm00001d038221","NAC"
"1652","GRMZM2G180406","Zm00001d042373","bHLH"
"1653","GRMZM2G180452","Zm00001d028297","bHLH"
"1654","GRMZM2G180568","Zm00001d022256","TCP"
"1655","GRMZM2G180847","Zm00001d006127","bZIP"
"1656","GRMZM2G180947","Zm00001d006813","NF-YB"
"1657","GRMZM2G180979","Zm00001d033610","C3H"
"1658","GRMZM2G181030","Zm00001d026017","MYB_related"
"1659","GRMZM2G181254","Zm00001d030803","ARF"
"1660","GRMZM2G181605","Zm00001d022517","NAC"
"1661","GRMZM2G300924","Zm00001d051239","ERF"
"1662","GRMZM2G301089","Zm00001d033957","bHLH"
"1663","GRMZM2G301122","Zm00001d023523","Trihelix"
"1664","GRMZM2G301485","Zm00001d026094","HSF"
"1665","GRMZM2G301642","Zm00001d040464","MYB_related"
"1666","GRMZM2G301860","Zm00001d045204","ERF"
"1667","GRMZM2G302323","Zm00001d049493","FAR1"
"1668","GRMZM2G302549","Zm00001d013070","MYB"
"1669","GRMZM2G302891","Zm00001d041506","C2H2"
"1670","GRMZM2G303463","Zm00001d007536","bHLH"
"1671","GRMZM2G303465","Zm00001d042968","NF-YB"
"1672","GRMZM2G304573","Zm00001d011237","WRKY"
"1673","GRMZM2G305362","Zm00001d009160","Trihelix"
"1674","GRMZM2G305582","Zm00001d024534","C3H"
"1675","GRMZM2G305856","Zm00001d035605","MYB"
"1676","GRMZM2G306357","Zm00001d044260","C3H"
"1677","GRMZM2G306610","Zm00001d009198","M-type_MADS"
"1678","GRMZM2G306935","Zm00001d020242","C3H"
"1679","GRMZM2G307119","Zm00001d022488","ERF"
"1680","GRMZM2G307152","Zm00001d042593","ERF"
"1681","GRMZM2G307241","Zm00001d053543","BES1"
"1682","GRMZM2G307397","Zm00001d014630","HD-ZIP"
"1683","GRMZM2G307400","Zm00001d014629","HD-ZIP"
"1684","GRMZM2G307402","Zm00001d036330","C2H2"
"1685","GRMZM2G307588","Zm00001d020941","SBP"
"1686","GRMZM2G307823","Zm00001d044726","NF-X1"
"1687","GRMZM2G308034","Zm00001d028777","MYB"
"1688","GRMZM2G309731","Zm00001d031673","ERF"
"1689","GRMZM2G310368","Zm00001d043205","ERF"
"1690","GRMZM2G311059","Zm00001d026186","MYB"
"1691","GRMZM2G311316","Zm00001d024230","NF-YC"
"1692","GRMZM2G312201","Zm00001d043094","NAC"
"1693","GRMZM2G312419","Zm00001d008251","MYB"
"1694","GRMZM2G313058","Zm00001d038612","bHLH"
"1695","GRMZM2G313078","Zm00001d038609","GRAS"
"1696","GRMZM2G313737","Zm00001d011745","B3"
"1697","GRMZM2G313756","Zm00001d025205","bHLH"
"1698","GRMZM2G314064","Zm00001d028986","WOX"
"1699","GRMZM2G314546","Zm00001d043452","HB-PHD"
"1700","GRMZM2G314660","Zm00001d027335","Trihelix"
"1701","GRMZM2G314882","Zm00001d054038","bHLH"
"1702","GRMZM2G315140","Zm00001d017396","NAC"
"1703","GRMZM2G315506","Zm00001d049511","G2-like"
"1704","GRMZM2G315515","Zm00001d049516","C3H"
"1705","GRMZM2G316366","Zm00001d016957","M-type_MADS"
"1706","GRMZM2G316758","Zm00001d052037","bHLH"
"1707","GRMZM2G316840","Zm00001d003626","NAC"
"1708","GRMZM2G317160","Zm00001d028919","AP2"
"1709","GRMZM2G317287","Zm00001d023247","GRAS"
"1710","GRMZM2G317317","Zm00001d028312","bHLH"
"1711","GRMZM2G317450","Zm00001d017908","bHLH"
"1712","GRMZM2G317584","Zm00001d047563","EIL"
"1713","GRMZM2G317596","Zm00001d039019","ERF"
"1714","GRMZM2G317900","Zm00001d014690","ARF"
"1715","GRMZM2G318412","Zm00001d007525","HB-other"
"1716","GRMZM2G320287","Zm00001d016632","C2H2"
"1717","GRMZM2G320305","Zm00001d023295","MYB_related"
"1718","GRMZM2G320549","Zm00001d039913","M-type_MADS"
"1719","GRMZM2G320754","Zm00001d013722","B3"
"1720","GRMZM2G320827","Zm00001d002782","Trihelix"
"1721","GRMZM2G322090","Zm00001d031009","CPP"
"1722","GRMZM2G322490","Zm00001d009184","MYB"
"1723","GRMZM2G323172","Zm00001d037531","ERF"
"1724","GRMZM2G324131","Zm00001d023541","GATA"
"1725","GRMZM2G324999","Zm00001d032265","WRKY"
"1726","GRMZM2G325850","Zm00001d039113","GATA"
"1727","GRMZM2G325907","Zm00001d024630","MYB"
"1728","GRMZM2G326783","Zm00001d047589","Trihelix"
"1729","GRMZM2G327059","Zm00001d027435","HB-other"
"1730","GRMZM2G327189","Zm00001d043904","Dof"
"1731","GRMZM2G327349","Zm00001d040554","WRKY"
"1732","GRMZM2G327741","Zm00001d010415","C2H2"
"1733","GRMZM2G328197","Zm00001d036251","ERF"
"1734","GRMZM2G328438","Zm00001d009674","ZF-HD"
"1735","GRMZM2G328742","Zm00001d052591","B3"
"1736","GRMZM2G328814","Zm00001d016914","MYB_related"
"1737","GRMZM2G329159","Zm00001d027677","C2H2"
"1738","GRMZM2G330475","Zm00001d010933","MYB"
"1739","GRMZM2G332294","Zm00001d031697","bZIP"
"1740","GRMZM2G333083","Zm00001d046174","G2-like"
"1741","GRMZM2G333582","Zm00001d008853","bHLH"
"1742","GRMZM2G333591","Zm00001d007384","E2F/DP"
"1743","GRMZM2G334225","Zm00001d037212","MIKC_MADS"
"1744","GRMZM2G334722","Zm00001d015412","Trihelix"
"1745","GRMZM2G335814","Zm00001d033166","GRAS"
"1746","GRMZM2G336533","Zm00001d013003","NAC"
"1747","GRMZM2G336766","Zm00001d053703","bZIP"
"1748","GRMZM2G337011","Zm00001d002281","MYB_related"
"1749","GRMZM2G337892","Zm00001d006668","M-type_MADS"
"1750","GRMZM2G338056","Zm00001d045211","C2H2"
"1751","GRMZM2G338259","Zm00001d042267","ARF"
"1752","GRMZM2G339751","Zm00001d012419","WOX"
"1753","GRMZM2G339848","Zm00001d048734","HB-other"
"1754","GRMZM2G339957","Zm00001d011730","Trihelix"
"1755","GRMZM2G340177","Zm00001d046346","bHLH"
"1756","GRMZM2G341747","Zm00001d014286","CAMTA"
"1757","GRMZM2G342217","Zm00001d049249","GRAS"
"1758","GRMZM2G342424","Zm00001d014710","bZIP"
"1759","GRMZM2G342588","Zm00001d037461","CPP"
"1760","GRMZM2G343068","Zm00001d036577","MYB"
"1761","GRMZM2G344521","Zm00001d033324","B3"
"1762","GRMZM2G344974","Zm00001d018510","C2H2"
"1763","GRMZM2G346706","Zm00001d011070","GRAS"
"1764","GRMZM2G346920","Zm00001d031840","ZF-HD"
"1765","GRMZM2G347043","Zm00001d034601","NAC"
"1766","GRMZM2G348238","Zm00001d039637","G2-like"
"1767","GRMZM2G348307","Zm00001d050137","ERF"
"1768","GRMZM2G348780","Zm00001d030838","GRAS"
"1769","GRMZM2G350165","Zm00001d005750","bHLH"
"1770","GRMZM2G350312","Zm00001d029339","bHLH"
"1771","GRMZM2G350621","Zm00001d039892","C2H2"
"1772","GRMZM2G351018","Zm00001d012751","HB-other"
"1773","GRMZM2G351232","Zm00001d033566","E2F/DP"
"1774","GRMZM2G351330","Zm00001d002799","HD-ZIP"
"1775","GRMZM2G352159","Zm00001d041056","ARF"
"1776","GRMZM2G353076","Zm00001d044662","ZF-HD"
"1777","GRMZM2G353553","Zm00001d029711","bZIP"
"1778","GRMZM2G353734","Zm00001d050443","ZF-HD"
"1779","GRMZM2G354151","Zm00001d051294","NAC"
"1780","GRMZM2G354384","Zm00001d044315","WRKY"
"1781","GRMZM2G355469","Zm00001d025462","bHLH"
"1782","GRMZM2G357688","Zm00001d021386","C2H2"
"1783","GRMZM2G358701","Zm00001d025638","bZIP"
"1784","GRMZM2G358796","Zm00001d020823","bZIP"
"1785","GRMZM2G359304","Zm00001d047266","GRAS"
"1786","GRMZM2G359589","Zm00001d049137","C2H2"
"1787","GRMZM2G359599","Zm00001d001971","TCP"
"1788","GRMZM2G359952","Zm00001d008882","MIKC_MADS"
"1789","GRMZM2G360523","Zm00001d046755","ARR-B"
"1790","GRMZM2G361611","Zm00001d053988","bZIP"
"1791","GRMZM2G361659","Zm00001d052288","E2F/DP"
"1792","GRMZM2G361842","Zm00001d031063","NF-YA"
"1793","GRMZM2G361847","Zm00001d022542","bZIP"
"1794","GRMZM2G362627","Zm00001d013732","LBD"
"1795","GRMZM2G363052","Zm00001d020043","ERF"
"1796","GRMZM2G366130","Zm00001d005875","HD-ZIP"
"1797","GRMZM2G366264","Zm00001d023424","bZIP"
"1798","GRMZM2G366434","Zm00001d017207","AP2"
"1799","GRMZM2G366584","Zm00001d033274","CPP"
"1800","GRMZM2G366795","Zm00001d039044","WRKY"
"1801","GRMZM2G368491","Zm00001d044546","bZIP"
"1802","GRMZM2G368838","Zm00001d002620","ERF"
"1803","GRMZM2G368909","Zm00001d034664","GRAS"
"1804","GRMZM2G369018","Zm00001d016231","BES1"
"1805","GRMZM2G369472","Zm00001d031796","ERF"
"1806","GRMZM2G369629","Zm00001d037528","bHLH"
"1807","GRMZM2G369799","Zm00001d041935","MYB"
"1808","GRMZM2G369993","Zm00001d030738","MYB_related"
"1809","GRMZM2G370026","Zm00001d031194","bZIP"
"1810","GRMZM2G370332","Zm00001d015549","TALE"
"1811","GRMZM2G370425","Zm00001d041376","G2-like"
"1812","GRMZM2G370777","Zm00001d052180","MIKC_MADS"
"1813","GRMZM2G370863","Zm00001d050452","ZF-HD"
"1814","GRMZM2G370896","Zm00001d010087","MYB_related"
"1815","GRMZM2G371033","Zm00001d012015","SBP"
"1816","GRMZM2G371058","Zm00001d038281","Dof"
"1817","GRMZM2G374986","Zm00001d048448","G2-like"
"1818","GRMZM2G375307","Zm00001d021389","Trihelix"
"1819","GRMZM2G375675","Zm00001d009017","Nin-like"
"1820","GRMZM2G375707","Zm00001d011323","M-type_MADS"
"1821","GRMZM2G376061","Zm00001d042933","C2H2"
"1822","GRMZM2G376255","Zm00001d048296","ERF"
"1823","GRMZM2G376684","Zm00001d036883","MYB_related"
"1824","GRMZM2G377217","Zm00001d051328","WRKY"
"1825","GRMZM2G378490","Zm00001d039482","Dof"
"1826","GRMZM2G378580","Zm00001d049295","ARF"
"1827","GRMZM2G378653","Zm00001d046759","bHLH"
"1828","GRMZM2G378665","Zm00001d017986","E2F/DP"
"1829","GRMZM2G379005","Zm00001d051981","GATA"
"1830","GRMZM2G379167","Zm00001d018465","G2-like"
"1831","GRMZM2G379179","Zm00001d031266","Trihelix"
"1832","GRMZM2G379608","Zm00001d037315","NAC"
"1833","GRMZM2G379652","Zm00001d019096","ERF"
"1834","GRMZM2G379656","Zm00001d032784","G2-like"
"1835","GRMZM2G380094","Zm00001d016876","Trihelix"
"1836","GRMZM2G380377","Zm00001d036003","ERF"
"1837","GRMZM2G380515","Zm00001d010842","C2H2"
"1838","GRMZM2G381378","Zm00001d022437","WRKY"
"1839","GRMZM2G381441","Zm00001d034920","ERF"
"1840","GRMZM2G382029","Zm00001d008448","MYB_related"
"1841","GRMZM2G382350","Zm00001d043066","WRKY"
"1842","GRMZM2G383594","Zm00001d030139","WRKY"
"1843","GRMZM2G383841","Zm00001d006733","bHLH"
"1844","GRMZM2G384339","Zm00001d012823","HSF"
"1845","GRMZM2G384386","Zm00001d021892","ERF"
"1846","GRMZM2G384528","Zm00001d022099","NF-YB"
"1847","GRMZM2G385543","Zm00001d013357","bHLH"
"1848","GRMZM2G386095","Zm00001d036032","LBD"
"1849","GRMZM2G386163","Zm00001d020982","NAC"
"1850","GRMZM2G386273","Zm00001d013172","bZIP"
"1851","GRMZM2G386276","Zm00001d043231","HD-ZIP"
"1852","GRMZM2G386362","Zm00001d002023","GRAS"
"1853","GRMZM2G386674","Zm00001d038717","LBD"
"1854","GRMZM2G387528","Zm00001d008205","bHLH"
"1855","GRMZM2G388148","Zm00001d015990","CPP"
"1856","GRMZM2G389379","Zm00001d005931","ZF-HD"
"1857","GRMZM2G389557","Zm00001d014843","NAC"
"1858","GRMZM2G389567","Zm00001d032132","bHLH"
"1859","GRMZM2G390641","Zm00001d000358","ARF"
"1860","GRMZM2G392168","Zm00001d025514","Trihelix"
"1861","GRMZM2G392306","Zm00001d044825","Nin-like"
"1862","GRMZM2G392516","Zm00001d035224","GeBP"
"1863","GRMZM2G392823","Zm00001d013931","MYB"
"1864","GRMZM2G393433","Zm00001d035266","NAC"
"1865","GRMZM2G394941","Zm00001d017900","Dof"
"1866","GRMZM2G394973","Zm00001d043402","Dof"
"1867","GRMZM2G395549","Zm00001d041351","bHLH"
"1868","GRMZM2G395672","Zm00001d011645","MYB"
"1869","GRMZM2G395749","Zm00001d008800","MYB_related"
"1870","GRMZM2G395842","Zm00001d045887","C3H"
"1871","GRMZM2G396114","Zm00001d033898","TALE"
"1872","GRMZM2G396451","Zm00001d033945","GATA"
"1873","GRMZM2G396527","Zm00001d025964","HD-ZIP"
"1874","GRMZM2G396632","Zm00001d037360","bZIP"
"1875","GRMZM2G396825","Zm00001d040630","G2-like"
"1876","GRMZM2G397518","Zm00001d042988","bHLH"
"1877","GRMZM2G397616","Zm00001d009668","GATA"
"1878","GRMZM2G397755","Zm00001d039459","bHLH"
"1879","GRMZM2G398055","Zm00001d038191","G2-like"
"1880","GRMZM2G398506","Zm00001d021947","WRKY"
"1881","GRMZM2G398758","Zm00001d007883","MYB_related"
"1882","GRMZM2G399072","Zm00001d027878","AP2"
"1883","GRMZM2G399098","Zm00001d048297","ERF"
"1884","GRMZM2G399598","Zm00001d007236","ERF"
"1885","GRMZM2G400489","Zm00001d008198","MYB_related"
"1886","GRMZM2G400559","Zm00001d005056","WRKY"
"1887","GRMZM2G400714","Zm00001d034145","C2H2"
"1888","GRMZM2G401521","Zm00001d038761","WRKY"
"1889","GRMZM2G401809","Zm00001d006848","MYB_related"
"1890","GRMZM2G401835","Zm00001d036802","G2-like"
"1891","GRMZM2G402027","Zm00001d026166","C2H2"
"1892","GRMZM2G402156","Zm00001d045162","MYB_related"
"1893","GRMZM2G402862","Zm00001d036392","bZIP"
"1894","GRMZM2G403590","Zm00001d005787","C2H2"
"1895","GRMZM2G403620","Zm00001d030737","MYB"
"1896","GRMZM2G404769","Zm00001d016906","E2F/DP"
"1897","GRMZM2G404973","Zm00001d002811","GATA"
"1898","GRMZM2G405094","Zm00001d012255","MYB"
"1899","GRMZM2G405170","Zm00001d024103","B3"
"1900","GRMZM2G405368","Zm00001d045735","CO-like"
"1901","GRMZM2G405699","Zm00001d034965","B3"
"1902","GRMZM2G406204","Zm00001d027395","NAC"
"1903","GRMZM2G406651","Zm00001d021545","FAR1"
"1904","GRMZM2G407119","Zm00001d047999","bHLH"
"1905","GRMZM2G407631","Zm00001d046664","bZIP"
"1906","GRMZM2G408012","Zm00001d017129","GRAS"
"1907","GRMZM2G408436","Zm00001d044013","C2H2"
"1908","GRMZM2G408462","Zm00001d044010","WRKY"
"1909","GRMZM2G409881","Zm00001d039017","WOX"
"1910","GRMZM2G409974","Zm00001d045112","ARR-B"
"1911","GRMZM2G410083","Zm00001d025823","MYB_related"
"1912","GRMZM2G411766","Zm00001d011496","WRKY"
"1913","GRMZM2G412430","Zm00001d029402","bHLH"
"1914","GRMZM2G414159","Zm00001d013849","Trihelix"
"1915","GRMZM2G414252","Zm00001d005841","bHLH"
"1916","GRMZM2G414315","Zm00001d009698","WRKY"
"1917","GRMZM2G414805","Zm00001d014698","SBP"
"1918","GRMZM2G414844","Zm00001d039116","ZF-HD"
"1919","GRMZM2G415077","Zm00001d034945","MYB_related"
"1920","GRMZM2G415229","Zm00001d026245","Trihelix"
"1921","GRMZM2G415251","Zm00001d028070","AP2"
"1922","GRMZM2G416524","Zm00001d004791","TCP"
"1923","GRMZM2G416652","Zm00001d046519","MYB"
"1924","GRMZM2G416701","Zm00001d035512","AP2"
"1925","GRMZM2G416708","Zm00001d040385","MYB_related"
"1926","GRMZM2G417164","Zm00001d009778","bHLH"
"1927","GRMZM2G417229","Zm00001d017784","ZF-HD"
"1928","GRMZM2G417574","Zm00001d015525","C2H2"
"1929","GRMZM2G417597","Zm00001d006022","bHLH"
"1930","GRMZM2G418899","Zm00001d022033","GRAS"
"1931","GRMZM2G419239","Zm00001d053220","MYB"
"1932","GRMZM2G419252","Zm00001d050487","WOX"
"1933","GRMZM2G419901","Zm00001d027870","ERF"
"1934","GRMZM2G420280","Zm00001d003657","GRAS"
"1935","GRMZM2G421033","Zm00001d026447","ERF"
"1936","GRMZM2G421212","Zm00001d025988","GATA"
"1937","GRMZM2G421256","Zm00001d002545","MYB_related"
"1938","GRMZM2G422083","Zm00001d024810","MYB_related"
"1939","GRMZM2G422205","Zm00001d044481","C3H"
"1940","GRMZM2G422644","Zm00001d006198","DBB"
"1941","GRMZM2G423292","Zm00001d049991","GeBP"
"1942","GRMZM2G423393","Zm00001d024354","B3"
"1943","GRMZM2G423423","Zm00001d033791","ZF-HD"
"1944","GRMZM2G424261","Zm00001d025295","TCP"
"1945","GRMZM2G425236","Zm00001d013409","ZF-HD"
"1946","GRMZM2G425366","Zm00001d007248","GRAS"
"1947","GRMZM2G425427","Zm00001d024725","MYB"
"1948","GRMZM2G425430","Zm00001d029564","WRKY"
"1949","GRMZM2G425798","Zm00001d025281","ERF"
"1950","GRMZM2G425920","Zm00001d025589","bZIP"
"1951","GRMZM2G426140","Zm00001d015671","HB-other"
"1952","GRMZM2G427087","Zm00001d025982","Trihelix"
"1953","GRMZM2G427438","Zm00001d028828","C3H"
"1954","GRMZM2G428184","Zm00001d027461","bZIP"
"1955","GRMZM2G428470","Zm00001d000045","Trihelix"
"1956","GRMZM2G428555","Zm00001d032194","MYB"
"1957","GRMZM2G429378","Zm00001d045262","ERF"
"1958","GRMZM2G430522","Zm00001d031463","NAC"
"1959","GRMZM2G430849","Zm00001d022424","NAC"
"1960","GRMZM2G431156","Zm00001d010201","MYB"
"1961","GRMZM2G431157","Zm00001d023788","C2H2"
"1962","GRMZM2G431243","Zm00001d047209","CAMTA"
"1963","GRMZM2G431309","Zm00001d006701","GRAS"
"1964","GRMZM2G432583","Zm00001d010617","WRKY"
"1965","GRMZM2G433450","Zm00001d009423","MYB_related"
"1966","GRMZM2G433591","Zm00001d053749","TALE"
